Votes,Total,Candidate
4,996,KABULETA KIIZA JOSEPH
3,669,KABULETA KIIZA JOSEPH
0,267,KABULETA KIIZA JOSEPH
2,213,KABULETA KIIZA JOSEPH
4,273,KABULETA KIIZA JOSEPH
19,1390,KABULETA KIIZA JOSEPH
4,714,KABULETA KIIZA JOSEPH
3,3726,KABULETA KIIZA JOSEPH
1,522,KABULETA KIIZA JOSEPH
6,1088,KABULETA KIIZA JOSEPH
7,2505,KABULETA KIIZA JOSEPH
9,1247,KABULETA KIIZA JOSEPH
3,1218,KABULETA KIIZA JOSEPH
3,370,KABULETA KIIZA JOSEPH
2,1282,KABULETA KIIZA JOSEPH
2,3097,KABULETA KIIZA JOSEPH
2,2258,KABULETA KIIZA JOSEPH
3,1446,KABULETA KIIZA JOSEPH
1,1539,KABULETA KIIZA JOSEPH
1,386,KABULETA KIIZA JOSEPH
1,270,KABULETA KIIZA JOSEPH
1,531,KABULETA KIIZA JOSEPH
4,4561,KABULETA KIIZA JOSEPH
3,948,KABULETA KIIZA JOSEPH
5,367,KABULETA KIIZA JOSEPH
1,752,KABULETA KIIZA JOSEPH
0,432,KABULETA KIIZA JOSEPH
2,430,KABULETA KIIZA JOSEPH
1,337,KABULETA KIIZA JOSEPH
0,387,KABULETA KIIZA JOSEPH
2,344,KABULETA KIIZA JOSEPH
0,327,KABULETA KIIZA JOSEPH
1,503,KABULETA KIIZA JOSEPH
2,269,KABULETA KIIZA JOSEPH
3,398,KABULETA KIIZA JOSEPH
6,375,KABULETA KIIZA JOSEPH
6,375,KABULETA KIIZA JOSEPH
1,1762,KABULETA KIIZA JOSEPH
6,3857,KABULETA KIIZA JOSEPH
13,4106,KABULETA KIIZA JOSEPH
3,209,KABULETA KIIZA JOSEPH
3,178,KABULETA KIIZA JOSEPH
4,779,KABULETA KIIZA JOSEPH
3,366,KABULETA KIIZA JOSEPH
10,1089,KABULETA KIIZA JOSEPH
3,436,KABULETA KIIZA JOSEPH
2,423,KABULETA KIIZA JOSEPH
15,2044,KABULETA KIIZA JOSEPH
5,1649,KABULETA KIIZA JOSEPH
5,422,KABULETA KIIZA JOSEPH
5,1159,KABULETA KIIZA JOSEPH
1,395,KABULETA KIIZA JOSEPH
6,1098,KABULETA KIIZA JOSEPH
0,552,KABULETA KIIZA JOSEPH
3,535,KABULETA KIIZA JOSEPH
8,886,KABULETA KIIZA JOSEPH
2,343,KABULETA KIIZA JOSEPH
4,1642,KABULETA KIIZA JOSEPH
0,299,KABULETA KIIZA JOSEPH
1,300,KABULETA KIIZA JOSEPH
7,5491,KABULETA KIIZA JOSEPH
8,1869,KABULETA KIIZA JOSEPH
14,2797,KABULETA KIIZA JOSEPH
1,610,KABULETA KIIZA JOSEPH
2,482,KABULETA KIIZA JOSEPH
1,470,KABULETA KIIZA JOSEPH
1,444,KABULETA KIIZA JOSEPH
2,595,KABULETA KIIZA JOSEPH
1,725,KABULETA KIIZA JOSEPH
0,312,KABULETA KIIZA JOSEPH
1,619,KABULETA KIIZA JOSEPH
1,402,KABULETA KIIZA JOSEPH
0,566,KABULETA KIIZA JOSEPH
0,620,KABULETA KIIZA JOSEPH
1,413,KABULETA KIIZA JOSEPH
0,512,KABULETA KIIZA JOSEPH
0,512,KABULETA KIIZA JOSEPH
2,543,KABULETA KIIZA JOSEPH
2,543,KABULETA KIIZA JOSEPH
1,343,KABULETA KIIZA JOSEPH
3,246,KABULETA KIIZA JOSEPH
0,245,KABULETA KIIZA JOSEPH
0,996,KABULETA KIIZA JOSEPH
0,546,KABULETA KIIZA JOSEPH
1,954,KABULETA KIIZA JOSEPH
7,2625,KABULETA KIIZA JOSEPH
2,1970,KABULETA KIIZA JOSEPH
8,324,KABULETA KIIZA JOSEPH
2,230,KABULETA KIIZA JOSEPH
2,230,KABULETA KIIZA JOSEPH
9,446,KABULETA KIIZA JOSEPH
3,711,KABULETA KIIZA JOSEPH
6,992,KABULETA KIIZA JOSEPH
1,1028,KABULETA KIIZA JOSEPH
7,407,KABULETA KIIZA JOSEPH
5,369,KABULETA KIIZA JOSEPH
4,490,KABULETA KIIZA JOSEPH
6,373,KABULETA KIIZA JOSEPH
181,4599,KABULETA KIIZA JOSEPH
5,3320,KABULETA KIIZA JOSEPH
1,2156,KABULETA KIIZA JOSEPH
1,1973,KABULETA KIIZA JOSEPH
3,1681,KABULETA KIIZA JOSEPH
4,406,KABULETA KIIZA JOSEPH
1,1871,KABULETA KIIZA JOSEPH
0,371,KABULETA KIIZA JOSEPH
7,752,KABULETA KIIZA JOSEPH
12,785,KABULETA KIIZA JOSEPH
5,954,KABULETA KIIZA JOSEPH
8,2176,KABULETA KIIZA JOSEPH
2,1735,KABULETA KIIZA JOSEPH
3,424,KABULETA KIIZA JOSEPH
2,490,KABULETA KIIZA JOSEPH
2,496,KABULETA KIIZA JOSEPH
2,724,KABULETA KIIZA JOSEPH
0,497,KABULETA KIIZA JOSEPH
1,302,KABULETA KIIZA JOSEPH
0,309,KABULETA KIIZA JOSEPH
2,456,KABULETA KIIZA JOSEPH
1,461,KABULETA KIIZA JOSEPH
2,384,KABULETA KIIZA JOSEPH
0,273,KABULETA KIIZA JOSEPH
3,393,KABULETA KIIZA JOSEPH
6,375,KABULETA KIIZA JOSEPH
5,445,KABULETA KIIZA JOSEPH
2,416,KABULETA KIIZA JOSEPH
0,463,KABULETA KIIZA JOSEPH
0,463,KABULETA KIIZA JOSEPH
2,496,KABULETA KIIZA JOSEPH
2,711,KABULETA KIIZA JOSEPH
3,771,KABULETA KIIZA JOSEPH
2,491,KABULETA KIIZA JOSEPH
0,461,KABULETA KIIZA JOSEPH
3,6491,KABULETA KIIZA JOSEPH
4,1354,KABULETA KIIZA JOSEPH
9,394,KABULETA KIIZA JOSEPH
4,317,KABULETA KIIZA JOSEPH
4,317,KABULETA KIIZA JOSEPH
1,636,KABULETA KIIZA JOSEPH
10,1439,KABULETA KIIZA JOSEPH
10,1752,KABULETA KIIZA JOSEPH
0,89,KABULETA KIIZA JOSEPH
6,321,KABULETA KIIZA JOSEPH
4,500,KABULETA KIIZA JOSEPH
4,417,KABULETA KIIZA JOSEPH
4,330,KABULETA KIIZA JOSEPH
4,330,KABULETA KIIZA JOSEPH
9,319,KABULETA KIIZA JOSEPH
9,319,KABULETA KIIZA JOSEPH
3,200,KABULETA KIIZA JOSEPH
3,200,KABULETA KIIZA JOSEPH
5,473,KABULETA KIIZA JOSEPH
2,1138,KABULETA KIIZA JOSEPH
5,1868,KABULETA KIIZA JOSEPH
0,1558,KABULETA KIIZA JOSEPH
0,181,KABULETA KIIZA JOSEPH
0,482,KABULETA KIIZA JOSEPH
0,1813,KABULETA KIIZA JOSEPH
1,452,KABULETA KIIZA JOSEPH
0,219,KABULETA KIIZA JOSEPH
0,231,KABULETA KIIZA JOSEPH
1,358,KABULETA KIIZA JOSEPH
1,397,KABULETA KIIZA JOSEPH
4,3852,KABULETA KIIZA JOSEPH
0,348,KABULETA KIIZA JOSEPH
9,667,KABULETA KIIZA JOSEPH
9,820,KABULETA KIIZA JOSEPH
1,293,KABULETA KIIZA JOSEPH
2,370,KABULETA KIIZA JOSEPH
1,2147,KABULETA KIIZA JOSEPH
0,1036,KABULETA KIIZA JOSEPH
4,1288,KABULETA KIIZA JOSEPH
0,383,KABULETA KIIZA JOSEPH
1,364,KABULETA KIIZA JOSEPH
1,582,KABULETA KIIZA JOSEPH
0,179,KABULETA KIIZA JOSEPH
0,382,KABULETA KIIZA JOSEPH
2,514,KABULETA KIIZA JOSEPH
0,426,KABULETA KIIZA JOSEPH
0,408,KABULETA KIIZA JOSEPH
0,525,KABULETA KIIZA JOSEPH
1,393,KABULETA KIIZA JOSEPH
3,410,KABULETA KIIZA JOSEPH
3,411,KABULETA KIIZA JOSEPH
0,274,KABULETA KIIZA JOSEPH
3,450,KABULETA KIIZA JOSEPH
0,787,KABULETA KIIZA JOSEPH
5,686,KABULETA KIIZA JOSEPH
8,373,KABULETA KIIZA JOSEPH
13,923,KABULETA KIIZA JOSEPH
4,879,KABULETA KIIZA JOSEPH
3,1010,KABULETA KIIZA JOSEPH
2,978,KABULETA KIIZA JOSEPH
2,457,KABULETA KIIZA JOSEPH
2,326,KABULETA KIIZA JOSEPH
6,481,KABULETA KIIZA JOSEPH
2,305,KABULETA KIIZA JOSEPH
8,3499,KABULETA KIIZA JOSEPH
0,691,KABULETA KIIZA JOSEPH
0,605,KABULETA KIIZA JOSEPH
1,2251,KABULETA KIIZA JOSEPH
3,684,KABULETA KIIZA JOSEPH
2,389,KABULETA KIIZA JOSEPH
1,363,KABULETA KIIZA JOSEPH
2,1599,KABULETA KIIZA JOSEPH
6,2222,KABULETA KIIZA JOSEPH
3,2294,KABULETA KIIZA JOSEPH
2,425,KABULETA KIIZA JOSEPH
3,442,KABULETA KIIZA JOSEPH
0,389,KABULETA KIIZA JOSEPH
1,370,KABULETA KIIZA JOSEPH
3,471,KABULETA KIIZA JOSEPH
0,406,KABULETA KIIZA JOSEPH
1,326,KABULETA KIIZA JOSEPH
1,264,KABULETA KIIZA JOSEPH
0,549,KABULETA KIIZA JOSEPH
0,363,KABULETA KIIZA JOSEPH
1,391,KABULETA KIIZA JOSEPH
1,391,KABULETA KIIZA JOSEPH
1,1035,KABULETA KIIZA JOSEPH
2,340,KABULETA KIIZA JOSEPH
1,559,KABULETA KIIZA JOSEPH
1,306,KABULETA KIIZA JOSEPH
8,304,KABULETA KIIZA JOSEPH
6,220,KABULETA KIIZA JOSEPH
2,285,KABULETA KIIZA JOSEPH
3,1075,KABULETA KIIZA JOSEPH
4,635,KABULETA KIIZA JOSEPH
1,400,KABULETA KIIZA JOSEPH
6,1775,KABULETA KIIZA JOSEPH
5,977,KABULETA KIIZA JOSEPH
6,999,KABULETA KIIZA JOSEPH
2,412,KABULETA KIIZA JOSEPH
4,203,KABULETA KIIZA JOSEPH
4,203,KABULETA KIIZA JOSEPH
2,343,KABULETA KIIZA JOSEPH
116,2366,KABULETA KIIZA JOSEPH
3,540,KABULETA KIIZA JOSEPH
0,371,KABULETA KIIZA JOSEPH
0,1219,KABULETA KIIZA JOSEPH
5,3622,KABULETA KIIZA JOSEPH
8,489,KABULETA KIIZA JOSEPH
4,404,KABULETA KIIZA JOSEPH
1,340,KABULETA KIIZA JOSEPH
2,355,KABULETA KIIZA JOSEPH
5,1720,KABULETA KIIZA JOSEPH
1,1941,KABULETA KIIZA JOSEPH
8,4502,KABULETA KIIZA JOSEPH
2,508,KABULETA KIIZA JOSEPH
1,421,KABULETA KIIZA JOSEPH
1,421,KABULETA KIIZA JOSEPH
1,336,KABULETA KIIZA JOSEPH
2,438,KABULETA KIIZA JOSEPH
3,382,KABULETA KIIZA JOSEPH
2,507,KABULETA KIIZA JOSEPH
0,354,KABULETA KIIZA JOSEPH
1,393,KABULETA KIIZA JOSEPH
0,446,KABULETA KIIZA JOSEPH
2,576,KABULETA KIIZA JOSEPH
1,583,KABULETA KIIZA JOSEPH
2,304,KABULETA KIIZA JOSEPH
0,337,KABULETA KIIZA JOSEPH
0,457,KABULETA KIIZA JOSEPH
3,372,KABULETA KIIZA JOSEPH
0,376,KABULETA KIIZA JOSEPH
2,486,KABULETA KIIZA JOSEPH
0,432,KABULETA KIIZA JOSEPH
0,311,KABULETA KIIZA JOSEPH
6,342,KABULETA KIIZA JOSEPH
0,460,KABULETA KIIZA JOSEPH
1,412,KABULETA KIIZA JOSEPH
1,381,KABULETA KIIZA JOSEPH
1,214,KABULETA KIIZA JOSEPH
2,391,KABULETA KIIZA JOSEPH
2,391,KABULETA KIIZA JOSEPH
3,816,KABULETA KIIZA JOSEPH
1,657,KABULETA KIIZA JOSEPH
0,113,KABULETA KIIZA JOSEPH
1,335,KABULETA KIIZA JOSEPH
0,107,KABULETA KIIZA JOSEPH
0,107,KABULETA KIIZA JOSEPH
0,100,KABULETA KIIZA JOSEPH
0,100,KABULETA KIIZA JOSEPH
6,756,KABULETA KIIZA JOSEPH
15,1308,KABULETA KIIZA JOSEPH
1,1021,KABULETA KIIZA JOSEPH
5,1121,KABULETA KIIZA JOSEPH
2,782,KABULETA KIIZA JOSEPH
0,390,KABULETA KIIZA JOSEPH
3,224,KABULETA KIIZA JOSEPH
3,224,KABULETA KIIZA JOSEPH
9,234,KABULETA KIIZA JOSEPH
6,209,KABULETA KIIZA JOSEPH
126,3253,KABULETA KIIZA JOSEPH
40,1122,KABULETA KIIZA JOSEPH
2,2387,KABULETA KIIZA JOSEPH
0,419,KABULETA KIIZA JOSEPH
0,446,KABULETA KIIZA JOSEPH
2,861,KABULETA KIIZA JOSEPH
0,363,KABULETA KIIZA JOSEPH
0,243,KABULETA KIIZA JOSEPH
0,210,KABULETA KIIZA JOSEPH
0,1032,KABULETA KIIZA JOSEPH
8,1438,KABULETA KIIZA JOSEPH
2,783,KABULETA KIIZA JOSEPH
5,247,KABULETA KIIZA JOSEPH
1,270,KABULETA KIIZA JOSEPH
1,314,KABULETA KIIZA JOSEPH
1,434,KABULETA KIIZA JOSEPH
1,456,KABULETA KIIZA JOSEPH
3,461,KABULETA KIIZA JOSEPH
3,414,KABULETA KIIZA JOSEPH
5,1155,KABULETA KIIZA JOSEPH
3,372,KABULETA KIIZA JOSEPH
3,2100,KABULETA KIIZA JOSEPH
2,2932,KABULETA KIIZA JOSEPH
2,2290,KABULETA KIIZA JOSEPH
1,958,KABULETA KIIZA JOSEPH
1,326,KABULETA KIIZA JOSEPH
3,525,KABULETA KIIZA JOSEPH
1,461,KABULETA KIIZA JOSEPH
2,486,KABULETA KIIZA JOSEPH
5,504,KABULETA KIIZA JOSEPH
1,263,KABULETA KIIZA JOSEPH
1,278,KABULETA KIIZA JOSEPH
0,341,KABULETA KIIZA JOSEPH
1,457,KABULETA KIIZA JOSEPH
1,408,KABULETA KIIZA JOSEPH
1,308,KABULETA KIIZA JOSEPH
1,370,KABULETA KIIZA JOSEPH
2,208,KABULETA KIIZA JOSEPH
0,357,KABULETA KIIZA JOSEPH
2,357,KABULETA KIIZA JOSEPH
2,228,KABULETA KIIZA JOSEPH
0,365,KABULETA KIIZA JOSEPH
2,1316,KABULETA KIIZA JOSEPH
1,450,KABULETA KIIZA JOSEPH
0,941,KABULETA KIIZA JOSEPH
4,249,KABULETA KIIZA JOSEPH
1,167,KABULETA KIIZA JOSEPH
2,288,KABULETA KIIZA JOSEPH
5,461,KABULETA KIIZA JOSEPH
5,461,KABULETA KIIZA JOSEPH
4,329,KABULETA KIIZA JOSEPH
5,234,KABULETA KIIZA JOSEPH
3,180,KABULETA KIIZA JOSEPH
7,776,KABULETA KIIZA JOSEPH
10,839,KABULETA KIIZA JOSEPH
10,1626,KABULETA KIIZA JOSEPH
5,712,KABULETA KIIZA JOSEPH
0,472,KABULETA KIIZA JOSEPH
6,406,KABULETA KIIZA JOSEPH
3,430,KABULETA KIIZA JOSEPH
3,1369,KABULETA KIIZA JOSEPH
9,1180,KABULETA KIIZA JOSEPH
6,1202,KABULETA KIIZA JOSEPH
7,795,KABULETA KIIZA JOSEPH
4,1026,KABULETA KIIZA JOSEPH
3,920,KABULETA KIIZA JOSEPH
8,509,KABULETA KIIZA JOSEPH
0,497,KABULETA KIIZA JOSEPH
9,1302,KABULETA KIIZA JOSEPH
1,1037,KABULETA KIIZA JOSEPH
0,706,KABULETA KIIZA JOSEPH
5,698,KABULETA KIIZA JOSEPH
2,490,KABULETA KIIZA JOSEPH
0,533,KABULETA KIIZA JOSEPH
0,334,KABULETA KIIZA JOSEPH
1,217,KABULETA KIIZA JOSEPH
1,217,KABULETA KIIZA JOSEPH
2,376,KABULETA KIIZA JOSEPH
2,376,KABULETA KIIZA JOSEPH
2,261,KABULETA KIIZA JOSEPH
6,360,KABULETA KIIZA JOSEPH
6,360,KABULETA KIIZA JOSEPH
6,317,KABULETA KIIZA JOSEPH
80,3759,KABULETA KIIZA JOSEPH
48,985,KABULETA KIIZA JOSEPH
2,1970,KABULETA KIIZA JOSEPH
22,2538,KABULETA KIIZA JOSEPH
20,2501,KABULETA KIIZA JOSEPH
0,680,KABULETA KIIZA JOSEPH
0,1140,KABULETA KIIZA JOSEPH
1,419,KABULETA KIIZA JOSEPH
1,223,KABULETA KIIZA JOSEPH
0,219,KABULETA KIIZA JOSEPH
0,353,KABULETA KIIZA JOSEPH
11,2903,KABULETA KIIZA JOSEPH
1,3878,KABULETA KIIZA JOSEPH
4,423,KABULETA KIIZA JOSEPH
6,408,KABULETA KIIZA JOSEPH
0,386,KABULETA KIIZA JOSEPH
2,347,KABULETA KIIZA JOSEPH
2,2558,KABULETA KIIZA JOSEPH
8,1471,KABULETA KIIZA JOSEPH
9,1542,KABULETA KIIZA JOSEPH
3,913,KABULETA KIIZA JOSEPH
2,499,KABULETA KIIZA JOSEPH
1,416,KABULETA KIIZA JOSEPH
2,520,KABULETA KIIZA JOSEPH
1,224,KABULETA KIIZA JOSEPH
1,445,KABULETA KIIZA JOSEPH
1,400,KABULETA KIIZA JOSEPH
1,513,KABULETA KIIZA JOSEPH
3,404,KABULETA KIIZA JOSEPH
0,286,KABULETA KIIZA JOSEPH
0,314,KABULETA KIIZA JOSEPH
2,518,KABULETA KIIZA JOSEPH
0,333,KABULETA KIIZA JOSEPH
1,510,KABULETA KIIZA JOSEPH
3,412,KABULETA KIIZA JOSEPH
0,471,KABULETA KIIZA JOSEPH
1,346,KABULETA KIIZA JOSEPH
2,250,KABULETA KIIZA JOSEPH
5,388,KABULETA KIIZA JOSEPH
3,383,KABULETA KIIZA JOSEPH
2,401,KABULETA KIIZA JOSEPH
2,401,KABULETA KIIZA JOSEPH
3,438,KABULETA KIIZA JOSEPH
3,438,KABULETA KIIZA JOSEPH
4,446,KABULETA KIIZA JOSEPH
0,824,KABULETA KIIZA JOSEPH
0,1245,KABULETA KIIZA JOSEPH
0,1907,KABULETA KIIZA JOSEPH
45,4032,KABULETA KIIZA JOSEPH
3,1511,KABULETA KIIZA JOSEPH
17,3450,KABULETA KIIZA JOSEPH
14,3648,KABULETA KIIZA JOSEPH
7,325,KABULETA KIIZA JOSEPH
3,222,KABULETA KIIZA JOSEPH
4,379,KABULETA KIIZA JOSEPH
6,903,KABULETA KIIZA JOSEPH
1,308,KABULETA KIIZA JOSEPH
3,519,KABULETA KIIZA JOSEPH
2,447,KABULETA KIIZA JOSEPH
4,619,KABULETA KIIZA JOSEPH
3,1546,KABULETA KIIZA JOSEPH
0,458,KABULETA KIIZA JOSEPH
15,1689,KABULETA KIIZA JOSEPH
2,974,KABULETA KIIZA JOSEPH
0,435,KABULETA KIIZA JOSEPH
1,862,KABULETA KIIZA JOSEPH
0,482,KABULETA KIIZA JOSEPH
4,735,KABULETA KIIZA JOSEPH
1,1198,KABULETA KIIZA JOSEPH
1,336,KABULETA KIIZA JOSEPH
5,378,KABULETA KIIZA JOSEPH
3,273,KABULETA KIIZA JOSEPH
0,306,KABULETA KIIZA JOSEPH
0,306,KABULETA KIIZA JOSEPH
3,301,KABULETA KIIZA JOSEPH
3,301,KABULETA KIIZA JOSEPH
216,2922,KABULETA KIIZA JOSEPH
2,1885,KABULETA KIIZA JOSEPH
7,1134,KABULETA KIIZA JOSEPH
0,335,KABULETA KIIZA JOSEPH
0,437,KABULETA KIIZA JOSEPH
2,299,KABULETA KIIZA JOSEPH
0,262,KABULETA KIIZA JOSEPH
3,223,KABULETA KIIZA JOSEPH
0,1246,KABULETA KIIZA JOSEPH
1,2854,KABULETA KIIZA JOSEPH
1,314,KABULETA KIIZA JOSEPH
2,288,KABULETA KIIZA JOSEPH
3,510,KABULETA KIIZA JOSEPH
2,431,KABULETA KIIZA JOSEPH
6,416,KABULETA KIIZA JOSEPH
2,491,KABULETA KIIZA JOSEPH
0,469,KABULETA KIIZA JOSEPH
1,1996,KABULETA KIIZA JOSEPH
0,549,KABULETA KIIZA JOSEPH
12,2521,KABULETA KIIZA JOSEPH
3,475,KABULETA KIIZA JOSEPH
3,475,KABULETA KIIZA JOSEPH
1,2709,KABULETA KIIZA JOSEPH
2,1284,KABULETA KIIZA JOSEPH
1,663,KABULETA KIIZA JOSEPH
2,790,KABULETA KIIZA JOSEPH
1,360,KABULETA KIIZA JOSEPH
3,412,KABULETA KIIZA JOSEPH
0,418,KABULETA KIIZA JOSEPH
0,310,KABULETA KIIZA JOSEPH
2,568,KABULETA KIIZA JOSEPH
1,307,KABULETA KIIZA JOSEPH
3,293,KABULETA KIIZA JOSEPH
1,426,KABULETA KIIZA JOSEPH
0,468,KABULETA KIIZA JOSEPH
0,330,KABULETA KIIZA JOSEPH
5,248,KABULETA KIIZA JOSEPH
1,255,KABULETA KIIZA JOSEPH
3,382,KABULETA KIIZA JOSEPH
2,384,KABULETA KIIZA JOSEPH
2,377,KABULETA KIIZA JOSEPH
2,279,KABULETA KIIZA JOSEPH
0,397,KABULETA KIIZA JOSEPH
1,274,KABULETA KIIZA JOSEPH
0,263,KABULETA KIIZA JOSEPH
0,263,KABULETA KIIZA JOSEPH
0,1430,KABULETA KIIZA JOSEPH
5,1626,KABULETA KIIZA JOSEPH
3,218,KABULETA KIIZA JOSEPH
3,239,KABULETA KIIZA JOSEPH
8,825,KABULETA KIIZA JOSEPH
0,353,KABULETA KIIZA JOSEPH
0,350,KABULETA KIIZA JOSEPH
2,818,KABULETA KIIZA JOSEPH
9,3822,KABULETA KIIZA JOSEPH
1,316,KABULETA KIIZA JOSEPH
1,371,KABULETA KIIZA JOSEPH
3,697,KABULETA KIIZA JOSEPH
5,631,KABULETA KIIZA JOSEPH
7,1861,KABULETA KIIZA JOSEPH
4,2934,KABULETA KIIZA JOSEPH
3,1232,KABULETA KIIZA JOSEPH
0,478,KABULETA KIIZA JOSEPH
1,367,KABULETA KIIZA JOSEPH
4,285,KABULETA KIIZA JOSEPH
4,285,KABULETA KIIZA JOSEPH
3,212,KABULETA KIIZA JOSEPH
3,286,KABULETA KIIZA JOSEPH
2,174,KABULETA KIIZA JOSEPH
6,384,KABULETA KIIZA JOSEPH
1,222,KABULETA KIIZA JOSEPH
4,2023,KABULETA KIIZA JOSEPH
3,1759,KABULETA KIIZA JOSEPH
1,2730,KABULETA KIIZA JOSEPH
2,1958,KABULETA KIIZA JOSEPH
0,320,KABULETA KIIZA JOSEPH
1,322,KABULETA KIIZA JOSEPH
0,389,KABULETA KIIZA JOSEPH
1,1304,KABULETA KIIZA JOSEPH
0,281,KABULETA KIIZA JOSEPH
1,465,KABULETA KIIZA JOSEPH
1,1017,KABULETA KIIZA JOSEPH
0,119,KABULETA KIIZA JOSEPH
0,382,KABULETA KIIZA JOSEPH
0,281,KABULETA KIIZA JOSEPH
4,1115,KABULETA KIIZA JOSEPH
6,466,KABULETA KIIZA JOSEPH
3,307,KABULETA KIIZA JOSEPH
2,402,KABULETA KIIZA JOSEPH
3,448,KABULETA KIIZA JOSEPH
2,377,KABULETA KIIZA JOSEPH
1,312,KABULETA KIIZA JOSEPH
4,361,KABULETA KIIZA JOSEPH
5,2102,KABULETA KIIZA JOSEPH
11,1399,KABULETA KIIZA JOSEPH
5,1935,KABULETA KIIZA JOSEPH
6,823,KABULETA KIIZA JOSEPH
0,427,KABULETA KIIZA JOSEPH
0,427,KABULETA KIIZA JOSEPH
1,421,KABULETA KIIZA JOSEPH
1,351,KABULETA KIIZA JOSEPH
3,345,KABULETA KIIZA JOSEPH
5,525,KABULETA KIIZA JOSEPH
2,407,KABULETA KIIZA JOSEPH
1,293,KABULETA KIIZA JOSEPH
1,445,KABULETA KIIZA JOSEPH
1,330,KABULETA KIIZA JOSEPH
3,541,KABULETA KIIZA JOSEPH
3,541,KABULETA KIIZA JOSEPH
0,303,KABULETA KIIZA JOSEPH
0,273,KABULETA KIIZA JOSEPH
1,444,KABULETA KIIZA JOSEPH
1,270,KABULETA KIIZA JOSEPH
0,1260,KABULETA KIIZA JOSEPH
2,332,KABULETA KIIZA JOSEPH
0,230,KABULETA KIIZA JOSEPH
6,283,KABULETA KIIZA JOSEPH
2,239,KABULETA KIIZA JOSEPH
0,756,KABULETA KIIZA JOSEPH
3,483,KABULETA KIIZA JOSEPH
1,237,KABULETA KIIZA JOSEPH
0,294,KABULETA KIIZA JOSEPH
0,305,KABULETA KIIZA JOSEPH
0,305,KABULETA KIIZA JOSEPH
2,590,KABULETA KIIZA JOSEPH
2,423,KABULETA KIIZA JOSEPH
2,423,KABULETA KIIZA JOSEPH
0,808,KABULETA KIIZA JOSEPH
10,4892,KABULETA KIIZA JOSEPH
8,1289,KABULETA KIIZA JOSEPH
1,1027,KABULETA KIIZA JOSEPH
8,362,KABULETA KIIZA JOSEPH
6,273,KABULETA KIIZA JOSEPH
3,270,KABULETA KIIZA JOSEPH
6,181,KABULETA KIIZA JOSEPH
9,379,KABULETA KIIZA JOSEPH
6,1130,KABULETA KIIZA JOSEPH
1,269,KABULETA KIIZA JOSEPH
2,298,KABULETA KIIZA JOSEPH
5,1874,KABULETA KIIZA JOSEPH
2,420,KABULETA KIIZA JOSEPH
1,152,KABULETA KIIZA JOSEPH
1,152,KABULETA KIIZA JOSEPH
3,322,KABULETA KIIZA JOSEPH
0,251,KABULETA KIIZA JOSEPH
1,407,KABULETA KIIZA JOSEPH
0,202,KABULETA KIIZA JOSEPH
3,589,KABULETA KIIZA JOSEPH
0,349,KABULETA KIIZA JOSEPH
0,495,KABULETA KIIZA JOSEPH
7,1029,KABULETA KIIZA JOSEPH
5,580,KABULETA KIIZA JOSEPH
3,1218,KABULETA KIIZA JOSEPH
1,387,KABULETA KIIZA JOSEPH
1,318,KABULETA KIIZA JOSEPH
1,600,KABULETA KIIZA JOSEPH
1,246,KABULETA KIIZA JOSEPH
5,206,KABULETA KIIZA JOSEPH
2,395,KABULETA KIIZA JOSEPH
3,1509,KABULETA KIIZA JOSEPH
5,2431,KABULETA KIIZA JOSEPH
2,1605,KABULETA KIIZA JOSEPH
0,459,KABULETA KIIZA JOSEPH
4,506,KABULETA KIIZA JOSEPH
0,510,KABULETA KIIZA JOSEPH
0,551,KABULETA KIIZA JOSEPH
0,351,KABULETA KIIZA JOSEPH
1,334,KABULETA KIIZA JOSEPH
0,245,KABULETA KIIZA JOSEPH
2,2111,KABULETA KIIZA JOSEPH
7,1288,KABULETA KIIZA JOSEPH
7,1252,KABULETA KIIZA JOSEPH
3,2244,KABULETA KIIZA JOSEPH
2,1113,KABULETA KIIZA JOSEPH
1,656,KABULETA KIIZA JOSEPH
2,435,KABULETA KIIZA JOSEPH
3,529,KABULETA KIIZA JOSEPH
1,532,KABULETA KIIZA JOSEPH
4,395,KABULETA KIIZA JOSEPH
2,361,KABULETA KIIZA JOSEPH
2,480,KABULETA KIIZA JOSEPH
0,372,KABULETA KIIZA JOSEPH
0,405,KABULETA KIIZA JOSEPH
1,500,KABULETA KIIZA JOSEPH
1,301,KABULETA KIIZA JOSEPH
2,428,KABULETA KIIZA JOSEPH
0,347,KABULETA KIIZA JOSEPH
3,282,KABULETA KIIZA JOSEPH
4,2620,KABULETA KIIZA JOSEPH
8,2831,KABULETA KIIZA JOSEPH
2,1537,KABULETA KIIZA JOSEPH
1,1551,KABULETA KIIZA JOSEPH
1,352,KABULETA KIIZA JOSEPH
3,513,KABULETA KIIZA JOSEPH
3,513,KABULETA KIIZA JOSEPH
3,857,KABULETA KIIZA JOSEPH
1,380,KABULETA KIIZA JOSEPH
0,266,KABULETA KIIZA JOSEPH
2,498,KABULETA KIIZA JOSEPH
2,409,KABULETA KIIZA JOSEPH
0,473,KABULETA KIIZA JOSEPH
0,378,KABULETA KIIZA JOSEPH
2,388,KABULETA KIIZA JOSEPH
1,415,KABULETA KIIZA JOSEPH
0,400,KABULETA KIIZA JOSEPH
0,353,KABULETA KIIZA JOSEPH
2,365,KABULETA KIIZA JOSEPH
