Constituency,Name,Political Party,Votes,ID
JONAM COUNTY,ONGIERTHO  EMMANUEL JOR,FDC,23840,240
JONAM COUNTY,JACHAN  FRED OMACH MANDIR,NRM,21586,240
JONAM COUNTY,OFOI  SHABAN,INDEPENDENT,2446,240
JONAM COUNTY,ALENYO  MARSHALL GODFREY,INDEPENDENT,934,240
AGULE COUNTY,OGWARI  POLYCARP,INDEPENDENT,7190,241
AGULE COUNTY,OCHWA  DAVID,NRM,6908,241
AGULE COUNTY,OBEKE  ADAM,INDEPENDENT,2430,241
AGULE COUNTY,OMAGOR  ANDREW EROKODE,FDC,740,241
AGULE COUNTY,AISU  GODWIN ISAAC,DP,115,241
AGULE COUNTY,EMUGE  JAMES,INDEPENDENT,104,241
GOGONYO COUNTY,ORONE  DERRICK,NRM,6280,242
GOGONYO COUNTY,BANTALIB  ISSA TALIGOLA,INDEPENDENT,6214,242
GOGONYO COUNTY,MUKULA  FRANCIS,INDEPENDENT,3687,242
GOGONYO COUNTY,BONA  GERALD,INDEPENDENT,699,242
GOGONYO COUNTY,OURUM  OKIROR SAM,INDEPENDENT,464,242
GOGONYO COUNTY,EMURWON  MICHAEL,FDC,167,242
KIBALE COUNTY,OSEKU  RICHARD ORIEBO,NRM,5837,243
KIBALE COUNTY,OKIA  LAMBERT,INDEPENDENT,3423,243
KIBALE COUNTY,OKWI  CONSTANTINE,INDEPENDENT,1092,243
KIBALE COUNTY,OLEBO  EMMANUEL,FDC,560,243
KIBALE COUNTY,OKIROR  FIDEL,INDEPENDENT,448,243
KIBALE COUNTY,KASAJJA  DEOGRATIUS,INDEPENDENT,164,243
KIBALE COUNTY,OLUPOT  CHARLES,INDEPENDENT,52,243
PALLISA COUNTY,OTUKOL  SAM,NRM,15119,244
PALLISA COUNTY,IBRAHIM  IBRAHIM AISU,INDEPENDENT,10607,244
PALLISA COUNTY,OPOLOT  JACOB RICHARDS,INDEPENDENT,6918,244
PALLISA COUNTY,SIRANDA  GERALD BLACKS,DP,2972,244
PALLISA COUNTY,OPEDUN  JAMES,INDEPENDENT,1533,244
PALLISA COUNTY,KATEU  GODFREY,NUP,543,244
PALLISA COUNTY,OWAKO  MARTIN,FDC,266,244
PALLISA COUNTY,DAVID  PANDE,INDEPENDENT,161,244
BUYAMBA COUNTY,SSEMWANGA GYAVIIRA,NRM,,245
KOOKI COUNTY,NINSIIMA  BOAZ KASIRABO,NRM,29587,246
KOOKI COUNTY,NDINAIWE  HENRY,NUP,9300,246
KOOKI COUNTY,MPUUGA  DAVID,INDEPENDENT,5275,246
RUBANDA COUNTY EAST,MUSASIZI  HENRY ARIGANYIRA,NRM,17502,247
RUBANDA COUNTY EAST,JOGO  KENETH BIRYABAREMA,INDEPENDENT,16892,247
RUBANDA COUNTY EAST,BYARUHANGA  BRUNNEL ACHILLES,INDEPENDENT,701,247
RUBANDA COUNTY EAST,KAMUGISHA  HENRY,INDEPENDENT,221,247
RUBANDA COUNTY EAST,MBABAZI  BENJAMIN,FDC,32,247
RUBANDA COUNTY EAST,AYEBARE  JASPER,NUP,19,247
RUBANDA COUNTY WEST,KAMUNTU  MOSES,INDEPENDENT,22238,247
RUBANDA COUNTY WEST,SABIITI  DENIS BAMWOYA NDYANABO,NRM,20671,247
BUNYARUGURU COUNTY,TWESIGYE  JOHN NTAMUHIIRA,NRM,13036,248
BUNYARUGURU COUNTY,CADET  BENJAMIN,INDEPENDENT,12428,248
BUNYARUGURU COUNTY,AINEBYONA  SULAITI,INDEPENDENT,109,248
BUNYARUGURU COUNTY,MUGISHA  VINCENT,FDC,105,248
BUNYARUGURU COUNTY,BYOMUGABE  NATHAN,ANT,44,248
KATERERA COUNTY,KATO  MUHAMMED,NRM,12213,249
KATERERA COUNTY,KATOTO  HATWIB,INDEPENDENT,9302,249
KATERERA COUNTY,MATSIKO  STEPHENS KIWEKA,INDEPENDENT,563,249
KATERERA COUNTY,NDINAWE  DANIEL,INDEPENDENT,328,249
KATERERA COUNTY,KABAGAMBE  SWAMADU,INDEPENDENT,139,249
KATERERA COUNTY,AMPAIRE  BRIAN GEORGE,ANT,62,249
RUKIGA COUNTY,NDYOMUGYENYI  ROLAND,INDEPENDENT,10911,250
RUKIGA COUNTY,KAKURU  ADISON,NRM,10550,250
RUKIGA COUNTY,KABAFUNZAKI  HERBERT,INDEPENDENT,9623,250
RUKIGA COUNTY,BESIGYE  LASTONE,INDEPENDENT,6964,250
RUKIGA COUNTY,NEBYE  STEVEN RUTARO,FDC,628,250
RUKIGA COUNTY,MUSINGUZI  ELIAS BRIAN,INDEPENDENT,121,250
RUBABO COUNTY,NAMANYA  NABOTH,FDC,27908,251
RUBABO COUNTY,TURYAHIKAYO KEBIRUNGI MARY PAULA,NRM,20287,251
RUBABO COUNTY,TUSHABOMWE  DAVID NDINDIRIZE,INDEPENDENT,1859,251
RUBABO COUNTY,NATUKUNDA  PEGGY MORIS,INDEPENDENT,332,251
RUBABO COUNTY,RWABATONGORE  RWEISHE WILBER,INDEPENDENT,132,251
RUJUMBURA COUNTY,MUHWEZI  JIM KATUGUGU,NRM,23990,252
RUJUMBURA COUNTY,TUMUHEIRWE  FRED TURYAMUHWEZA,FDC,20556,252
RUJUMBURA COUNTY,MUHOOZI  GRACE MUGASHA,INDEPENDENT,2149,252
RUJUMBURA COUNTY,GUMISIRIZA  SYLIVIN,ANT,230,252
RUKUNGIRI MUNICIPALITY,RUTAHIGWA  ELISA,NRM,5588,253
RUKUNGIRI MUNICIPALITY,NUWAGABA  WALLEN TUMWINE,FDC,3584,253
RUKUNGIRI MUNICIPALITY,KAMATENETI  INGRID TURINAWE,INDEPENDENT,2266,253
RUKUNGIRI MUNICIPALITY,OWAKUKIRORU  GEORGE TUMWESIGYE,INDEPENDENT,1098,253
RUKUNGIRI MUNICIPALITY,MBABAZI  ARTHUR,INDEPENDENT,191,253
RUKUNGIRI MUNICIPALITY,KABANO  APOLLO,INDEPENDENT,172,253
RUKUNGIRI MUNICIPALITY,TUMUKUNDE AMANYA  PAL NDUHURA,INDEPENDENT,109,253
RUKUNGIRI MUNICIPALITY,KOMUJUNI  JOVITAH,INDEPENDENT,91,253
RUKUNGIRI MUNICIPALITY,AGABA  OSBERT MURIISA,INDEPENDENT,3,253
RWAMPARA COUNTY,KANKUNDA  AMOS KIBWIKA,NRM,11936,254
RWAMPARA COUNTY,MUJUNI  VICENT KYAMADIDI,INDEPENDENT,4821,254
RWAMPARA COUNTY,AHIMBISIBWE  WILBERFORCE ONGOM,FDC,1195,254
RWAMPARA COUNTY,NSIMIRE  NAPOLEON,INDEPENDENT,882,254
RWAMPARA COUNTY,BEHAKANIRA  ONEM,INDEPENDENT,278,254
RWAMPARA COUNTY,MUTAREMWA  PAKARASIO,NUP,184,254
RWAMPARA EAST COUNTY,TUSIIME  JULIUS,INDEPENDENT,11318,255
RWAMPARA EAST COUNTY,NGABIRANO  CHARLES,NRM,9331,255
RWAMPARA EAST COUNTY,MUGISHA  ARYATUJUNA,ANT,240,255
RWAMPARA EAST COUNTY,AYEBAZIBWE  JUSTUS,NUP,228,255
RWAMPARA EAST COUNTY,AYESIGOMWE  AMON RUBAREMA,FDC,175,255
RWAMPARA EAST COUNTY,KAREEBI  VICTOR,INDEPENDENT,91,255
KASILO COUNTY,OKUPA  ELIJAH,INDEPENDENT,6415,256
KASILO COUNTY,EMAJU  JAMES,FDC,4572,256
KASILO COUNTY,EDONU  MOSES,NRM,3522,256
KASILO COUNTY,OWANYI  GEORGE EMMANUEL,INDEPENDENT,3477,256
KASILO COUNTY,KOLUO  SAM,INDEPENDENT,470,256
KASILO COUNTY,ENYUTU  SAM,NUP,137,256
PINGIRE COUNTY,OPOLOT  FRED,NRM,6351,257
PINGIRE COUNTY,OJIIT  PETER,FDC,5380,257
PINGIRE COUNTY,OPIT  JOSEPH OKOJO,INDEPENDENT,2369,257
PINGIRE COUNTY,OKIROR  AUGUSTNE,INDEPENDENT,807,257
PINGIRE COUNTY,OPIO  AMOS,UPC,48,257
PINGIRE COUNTY,OMODING  AUGUSTINE,INDEPENDENT,46,257
SERERE COUNTY,OKABE  PATRICK,INDEPENDENT,17826,258
SERERE COUNTY,OUCOR  PHILIP,NRM,12631,258
SERERE COUNTY,ONGURUCO  MARTIN,INDEPENDENT,10513,258
SERERE COUNTY,ERATU  EMMANUEL,INDEPENDENT,1035,258
SERERE COUNTY,EYARU  JOSHUA,FDC,945,258
SERERE COUNTY,MUKHALU  RICHARD OKODEL,NUP,338,258
SHEEMA COUNTY NORTH,KIBAAJU  NAOME,NRM,10618,259
SHEEMA COUNTY NORTH,TABOORA  DIDAS,INDEPENDENT,8726,259
SHEEMA COUNTY NORTH,GUMA  NUWAGABA,FDC,1292,259
SHEEMA COUNTY NORTH,MUJUNI  FELIX,INDEPENDENT,1127,259
SHEEMA COUNTY NORTH,NIWEAINEBYOONA  JUNIOR,ANT,511,259
SHEEMA COUNTY SOUTH,MUSHEMEZA  ELIJAH DICKENS,INDEPENDENT,12862,259
SHEEMA COUNTY SOUTH,KAMUNTU  EPHRAIM,NRM,12658,259
SHEEMA COUNTY SOUTH,ARINAITWE  EMMANUEL,FDC,343,259
SHEEMA COUNTY SOUTH,MWEBESA  MOSES,INDEPENDENT,285,259
SHEEMA COUNTY SOUTH,KYANKAAGA  RODNEY,ANT,176,259
SHEEMA MUNICIPALITY,KATESHUMBWA  DICKSONS,NRM,17466,260
SHEEMA MUNICIPALITY,TUMWESIGYE  ELIODA,INDEPENDENT,13733,260
SHEEMA MUNICIPALITY,PLAN  VIRGINIA MUGYENYI,FDC,1338,260
SHEEMA MUNICIPALITY,MULINDWA  MOSES,INDEPENDENT,314,260
SHEEMA MUNICIPALITY,KIJUJU  JAFARI,NUP,123,260
BUDADIRI COUNTY  WEST,NANDALA  MAFABI NATHAN JAMES,FDC,28986,261
BUDADIRI COUNTY  WEST,WAMBAKA  KOSEA,NRM,11526,261
BUDADIRI COUNTY  WEST,MAFABI  RONALD DATHAN WOKATEGA,NUP,851,261
BUDADIRI COUNTY  WEST,NAKISALI  CHRISTOPHER,INDEPENDENT,555,261
BUDADIRI COUNTY  WEST,BOSSA  NASSAR,INDEPENDENT,394,261
BUDADIRI COUNTY  WEST,MUYOBO  PETER,INDEPENDENT,288,261
BUDADIRI COUNTY EAST,SSASAGA  ISAIAS JOHNY,FDC,15776,262
BUDADIRI COUNTY EAST,WOBOYA  VICENT,NRM,12152,262
BUDADIRI COUNTY EAST,NAKIYI  JULIUS MUNTU,INDEPENDENT,7941,262
BUDADIRI COUNTY EAST,SASAGAH  GODFREY WANZIRA,INDEPENDENT,2363,262
BUDADIRI COUNTY EAST,MASEREJE  RICHARD,INDEPENDENT,1413,262
BUDADIRI COUNTY EAST,WONIALA  DAVID,NUP,1083,262
BUDADIRI COUNTY EAST,KASOOLA  MIKE,UPC,174,262
BUDADIRI COUNTY EAST,KIWUNGULO  JOHN,INDEPENDENT,150,262
DAKABELA COUNTY,ELOTU  COSMAS,NRM,13480,263
DAKABELA COUNTY,EDOPU  PETER EDEKU,INDEPENDENT,8621,263
DAKABELA COUNTY,ERAU  JONATHAN,FDC,4724,263
GWERI COUNTY,EKUDO  TOM JULIUS,FDC,7456,264
GWERI COUNTY,EITUNGANANE  ESIANGU KENNETH,INDEPENDENT,6462,264
GWERI COUNTY,ELIMU  RICHARD,NRM,3027,264
GWERI COUNTY,OIKO  JOHN ROBERT,INDEPENDENT,89,264
SOROTI COUNTY,AEKU  PATRICK,NRM,6481,265
SOROTI COUNTY,ENINU  SAMUEL,INDEPENDENT,6001,265
SOROTI COUNTY,EIGU  DANIEL,FDC,5937,265
SOROTI COUNTY,ONYAIT  YUVENTINE,INDEPENDENT,888,265
SOROTI COUNTY,EDIMU  FRANCIS,UPC,699,265
SOROTI COUNTY,ORIOKOT  JIMMY,INDEPENDENT,280,265
SOROTI COUNTY,EMOLU  SAMUEL,INDEPENDENT,254,265
SOROTI COUNTY,ELUPE  MESHULLAM,NUP,147,265
SOROTI COUNTY,OGITA  JOSEPH,INDEPENDENT,26,265
SOROTI EAST DIVISION,ATTAN  OKIA MOSES,FDC,7606,266
SOROTI EAST DIVISION,ARIKO  HERBERT EDMUND OKWORO,INDEPENDENT,7167,266
SOROTI EAST DIVISION,EKEMU  JIMMY,NRM,397,266
SOROTI EAST DIVISION,INACHU  SARAH OLIVER,INDEPENDENT,185,266
SOROTI EAST DIVISION,ELAJU  JAMES HERBERT YOWERI,UPC,99,266
SOROTI EAST DIVISION,EMACHU  ARNOLD,NUP,86,266
SOROTI WEST DIVISION,EBWALU JONATHAN,INDEPENDENT,7248,266
SOROTI WEST DIVISION,ECHODU DAVID CALVIN,NRM,5286,266
SOROTI WEST DIVISION,EBITU SIMON PETER,INDEPENDENT,1373,266
SOROTI WEST DIVISION,ELASU EDIMOND,FDC,681,266
LWEMIYAGA COUNTY,SSEKIKUBO  THEODORE,NRM,8527,267
LWEMIYAGA COUNTY,KABATSI  KAFURA JOY,INDEPENDENT,5649,267
LWEMIYAGA COUNTY,BWIIRE  EDMOND,INDEPENDENT,4196,267
LWEMIYAGA COUNTY,ZIRIDAMU  PAUL,NUP,384,267
MAWOGOLA COUNTY SOUTH,NAMUGGA  GORRETH,NUP,9783,268
MAWOGOLA COUNTY SOUTH,BYUMA  OSWALD DEZ,NRM,8418,268
MAWOGOLA COUNTY SOUTH,MUKIMBA  LAWRENCE,INDEPENDENT,389,268
MAWOGOLA COUNTY SOUTH,NABIKINDU  MADRINE GRACE,INDEPENDENT,314,268
MAWOGOLA COUNTY SOUTH,MUKASA  ABDU,FDC,237,268
MAWOGOLA COUNTY SOUTH,WASWA  MOSES,DP,103,268
MAWOGOLA COUNTY SOUTH,KIMBUGWE  VICENT,INDEPENDENT,81,268
MAWOGOLA NORTH COUNTY,MUSHERURE  SHARTS NAYEBARE KUTESA,INDEPENDENT,17274,269
MAWOGOLA NORTH COUNTY,KISEKKA  SALIM,INDEPENDENT,2544,269
MAWOGOLA NORTH COUNTY,NYANZI  HENRY MAWEJJE,NUP,2346,269
MAWOGOLA NORTH COUNTY,NAKAYIZA  CATHERINE,INDEPENDENT,2025,269
MAWOGOLA NORTH COUNTY,TUKUNDANE  HILLARY,INDEPENDENT,138,269
MAWOGOLA NORTH COUNTY,LYAZI  MOSES,FDC,83,269
MAWOGOLA NORTH COUNTY,WAGABA  DDIBYA ISMAEL,INDEPENDENT,72,269
MAWOGOLA NORTH COUNTY,AINE  GODFREY KAGUTA SODO,INDEPENDENT,5,269
MAWOGOLA WEST COUNTY,BANGIRANA  ANIFA KAWOOYA,NRM,10487,269
MAWOGOLA WEST COUNTY,SSEKABIITO  JOSEPH,INDEPENDENT,6378,269
MAWOGOLA WEST COUNTY,TWESIGYE  HENRY K,NUP,1541,269
MAWOGOLA WEST COUNTY,MAWANDA  MUHAMMED,DP,521,269
MAWOGOLA WEST COUNTY,BONABANTU  PAUL,INDEPENDENT,86,269
TEREGO EAST COUNTY,OBIGA  KANIA,NRM,10544,270
TEREGO EAST COUNTY,APAMA  AMATO BOROA,ANT,5925,270
TEREGO EAST COUNTY,DRAGA  CARMELLO JOY,INDEPENDENT,4569,270
TEREGO EAST COUNTY,JADRIBO  VICTOR,NUP,2188,270
TEREGO EAST COUNTY,ADRIKO  BENS GEOFFREY,INDEPENDENT,1396,270
TEREGO EAST COUNTY,AWUGA  ROBERT OBALE,FDC,827,270
TEREGO EAST COUNTY,ALIGA  ANDREW ALBANO DUYIA,INDEPENDENT,530,270
TEREGO EAST COUNTY,ONAMA  KALISTO,DP,415,270
TEREGO WEST COUNTY,LEKU  JOEL,NRM,10218,270
TEREGO WEST COUNTY,ANGUNDRU  MOSES,INDEPENDENT,8126,270
TEREGO WEST COUNTY,MUSEMA  SWALI,FDC,2631,270
TEREGO WEST COUNTY,MULEMA  CHRIS,INDEPENDENT,1066,270
TEREGO WEST COUNTY,AJOBE  BOSCO,INDEPENDENT,824,270
TEREGO WEST COUNTY,ANDUA  MARTIN DRANI,ANT,0,270
TEREGO WEST COUNTY,EGAMA  SAM RAXTON ADRAPI,INDEPENDENT,0,270
TORORO MUNICIPALITY,APOLLO  YERI OFWONO,NRM,5169,271
TORORO MUNICIPALITY,OKWARE  EDWARD,INDEPENDENT,4564,271
TORORO MUNICIPALITY,RAGANYI  IBRAHIM YUSUF,INDEPENDENT,1174,271
TORORO MUNICIPALITY,OLWENY  CHARLES,INDEPENDENT,1034,271
TORORO MUNICIPALITY,EMOJONG  DEOGRATIUS,NUP,686,271
TORORO MUNICIPALITY,AYEYO  SILVANUS,ANT,182,271
TORORO MUNICIPALITY,OTHIENO  ROMANUS,INDEPENDENT,78,271
TORORO MUNICIPALITY,OCHWO  GODFREY,FDC,67,271
TORORO MUNICIPALITY,KAIKEDE  OLOWO JOHN STEPHEN,DP,36,271
TORORO NORTH COUNTY,EKANYA  GEOFREY,FDC,9674,271
TORORO NORTH COUNTY,NYAKECHO  ANNET,INDEPENDENT,9563,271
TORORO NORTH COUNTY,OTHIENO  GODFREY,NRM,5834,271
TORORO NORTH COUNTY,EKILEUT  JAMES PETER,INDEPENDENT,201,271
TORORO NORTH COUNTY,OBBO  JOHNSON,INDEPENDENT,131,271
TORORO NORTH COUNTY,OTABONG  CHARLES JONJO,NUP,122,271
TORORO NORTH COUNTY,KALANI  ISAAC,INDEPENDENT,51,271
TORORO SOUTH COUNTY,ANGURA  FREDRICK,NRM,15734,271
TORORO SOUTH COUNTY,OPEYO  JEAN LIVINGSTONE,INDEPENDENT,9008,271
TORORO SOUTH COUNTY,EKIRING  GIBSON DEOGRATIUS,FDC,1241,271
TORORO SOUTH COUNTY,IMUKUTET  STELLA,INDEPENDENT,1104,271
TORORO SOUTH COUNTY,ENGORIT  FREDERICK OTYENGI SIMO,NUP,784,271
TORORO SOUTH COUNTY,IMAILUK  ROGERS PETER,INDEPENDENT,528,271
TORORO SOUTH COUNTY,NAMISI  EUNICE,INDEPENDENT,412,271
TORORO SOUTH COUNTY,ETYANG  SIMON PETER,ANT,118,271
TORORO SOUTH COUNTY,OMACHAR  ELINO,INDEPENDENT,86,271
WEST BUDAMA CENTRAL COUNTY,OBOTH  MARKSONS JACOB,NRM,12084,272
WEST BUDAMA CENTRAL COUNTY,OKOTH  GEOFFREY OITA,INDEPENDENT,7610,272
WEST BUDAMA CENTRAL COUNTY,OTURO  JESSE ERIDAD,INDEPENDENT,468,272
WEST BUDAMA CENTRAL COUNTY,KIRYA  MOSES ISIKO,INDEPENDENT,376,272
WEST BUDAMA CENTRAL COUNTY,ONNO  ZACHARIAH,NUP,167,272
WEST BUDAMA CENTRAL COUNTY,OLUKA  JOHN PAUL,FDC,103,272
WEST BUDAMA CENTRAL COUNTY,LAARO  PETER AYEKA,INDEPENDENT,50,272
WEST BUDAMA CENTRAL COUNTY,OKETCH  OJIEK LAZZARUS,INDEPENDENT,0,272
WEST BUDAMA COUNTY NORTH,OCHAI  MAXIMUS,NRM,10981,273
WEST BUDAMA COUNTY NORTH,OTHIENO  OKOTH RICHARD,INDEPENDENT,9856,273
WEST BUDAMA COUNTY NORTH,OWORI  JOHN PAUL,INDEPENDENT,1584,273
WEST BUDAMA COUNTY NORTH,OKELLO  PETER JABWELI,INDEPENDENT,784,273
WEST BUDAMA COUNTY NORTH,ALIRA  DAVID PECHOKISIKA OPII,PPP,278,273
WEST BUDAMA COUNTY NORTH,AKICHERE  GLORIA OBURU,INDEPENDENT,175,273
WEST BUDAMA COUNTY NORTH,OKONGO  LEO,FDC,85,273
WEST BUDAMA COUNTY NORTH,ALUKI  GEORGE,DP,24,273
WEST BUDAMA COUNTY SOUTH,OTIAM  EMMANUEL OTAALA,NRM,13648,274
WEST BUDAMA COUNTY SOUTH,OWOR  FRANKLIN,INDEPENDENT,4603,274
WEST BUDAMA COUNTY SOUTH,AKIKA  EMMANUEL OTHIENO,INDEPENDENT,3527,274
WEST BUDAMA COUNTY SOUTH,KATANDI  JOSEPH,INDEPENDENT,739,274
WEST BUDAMA COUNTY SOUTH,ONGAWI  KENNEDY,NUP,386,274
WEST BUDAMA COUNTY SOUTH,OGUTI  ALBERT MATHIAS,INDEPENDENT,75,274
WEST BUDAMA NORTH EAST COUNTY,ODOI  OYWELOWO FOX,NRM,11398,275
WEST BUDAMA NORTH EAST COUNTY,OGANDI  DENIS PETER,INDEPENDENT,7171,275
WEST BUDAMA NORTH EAST COUNTY,NYERO  VINCENT,INDEPENDENT,1572,275
WEST BUDAMA NORTH EAST COUNTY,OSINDE  OWOR OKONGO JIMMY,INDEPENDENT,1051,275
WEST BUDAMA NORTH EAST COUNTY,KAYALA  MICKY,UPC,176,275
WEST BUDAMA NORTH EAST COUNTY,OSINDE  BENARD,FDC,100,275
BUSIRO COUNTY EAST,LUBEGA  MEDARD SSEGGONA,NUP,88918,276
BUSIRO COUNTY EAST,MATOVU  EMMANUEL MAGOOLA,INDEPENDENT,14561,276
BUSIRO COUNTY EAST,KAKINDA  MALE   NAJIB,NRM,11758,276
BUSIRO COUNTY EAST,KANGAAVE  FRED,INDEPENDENT,1433,276
BUSIRO COUNTY EAST,GGALA  CHARLES  WILSON,DP,1386,276
BUSIRO COUNTY EAST,KIMERA  CHARLES,FDC,1023,276
BUSIRO COUNTY EAST,NASSIMBWA  HAMIDAH,ANT,672,276
BUSIRO COUNTY EAST,NAKIYINGI  OLIVE,INDEPENDENT,571,276
BUSIRO COUNTY EAST,MABIRIZI  EMMANUEL,INDEPENDENT,450,276
BUSIRO COUNTY EAST,NASSOLO  IRENE,EPU,322,276
BUSIRO COUNTY NORTH,NSUBUGA  PAUL,NUP,21401,277
BUSIRO COUNTY NORTH,GALABUZI  DENNIS   SSOZI,NRM,16136,277
BUSIRO COUNTY NORTH,KASTA  HUSSEIN  BUKENYA,INDEPENDENT,893,277
BUSIRO COUNTY NORTH,KAGGWA  AHAMED,INDEPENDENT,767,277
BUSIRO COUNTY NORTH,NANTONGO  BASHIRA,FDC,249,277
BUSIRO COUNTY NORTH,LUBADDE  EDGAR,DP,199,277
BUSIRO COUNTY SOUTH,MATOVU  CHARLES,NUP,35391,277
BUSIRO COUNTY SOUTH,OWOR  PAUL,INDEPENDENT,16418,277
BUSIRO COUNTY SOUTH,SEMATIMBA  PETER,NRM,12842,277
BUSIRO COUNTY SOUTH,SEKIGOZI  STEPHEN,DP,9729,277
BUSIRO COUNTY SOUTH,LWANGA  CHARLES GGONGOLA,INDEPENDENT,1308,277
BUSIRO COUNTY SOUTH,KAGIMU  WILLIAM,INDEPENDENT,621,277
BUSIRO COUNTY SOUTH,KIKOMEKO  SAUL,INDEPENDENT,397,277
BUSIRO COUNTY SOUTH,KAYEMBA  JOSEPH,INDEPENDENT,263,277
ENTEBBE MUNICIPALITY,KAKEMBO  MICHEAL,NUP,12528,278
ENTEBBE MUNICIPALITY,GASHAIJJA  SHYAKA  STEVEN,NRM,8874,278
ENTEBBE MUNICIPALITY,TUMUSIIME  ROSEMARY BIKAAKO,INDEPENDENT,1476,278
ENTEBBE MUNICIPALITY,NABATTA  JOYCE  NAMULI,INDEPENDENT,1113,278
ENTEBBE MUNICIPALITY,BALIHAFI  MICHEEAL  KALLE,DP,1081,278
ENTEBBE MUNICIPALITY,WALUSIMBI  ABUBAKER,FDC,989,278
ENTEBBE MUNICIPALITY,SERYAZI  WILBERFORCE WIILIAM,ANT,743,278
ENTEBBE MUNICIPALITY,JARAMOGI  LIVINGSTONE ODINGA,INDEPENDENT,348,278
KIRA MUNICIPALITY,SSEMUJJU  IBRAHIM,FDC,42185,279
KIRA MUNICIPALITY,LUKWAGO  JIMMY,NUP,16999,279
KIRA MUNICIPALITY,SSENKEEZI  EMMANUEL KATUMBA,NRM,8488,279
KIRA MUNICIPALITY,MUKIIBI  JOSEPH,DP,1013,279
KIRA MUNICIPALITY,BULAMU  ALLAN   DENTINE,INDEPENDENT,839,279
KIRA MUNICIPALITY,ATEGEKA  MOSES,INDEPENDENT,584,279
KIRA MUNICIPALITY,KATABARWA  FRANK,INDEPENDENT,520,279
KIRA MUNICIPALITY,MUWONGE  STEPHEN,INDEPENDENT,158,279
KYADONDO COUNTY EAST,NKUNYINGI  MUWADA,NUP,22422,280
KYADONDO COUNTY EAST,SEMPEBWA  KIYIMBA TONNY,INDEPENDENT,6327,280
KYADONDO COUNTY EAST,MUJUZI  PIUS,NRM,3849,280
KYADONDO COUNTY EAST,KANTINTI  APOLLO,FDC,2090,280
KYADONDO COUNTY EAST,NANTEGE  PATIENCE JACKIE,INDEPENDENT,1416,280
KYADONDO COUNTY EAST,SITENDA  SSEBALU  WILLIAM,INDEPENDENT,898,280
KYADONDO COUNTY EAST,NGABIRANO  FRANCIS,INDEPENDENT,836,280
KYADONDO COUNTY EAST,SSIMBWA  KHALID,INDEPENDENT,524,280
KYADONDO COUNTY EAST,SEREBE  JAMES,DP,428,280
KYADONDO COUNTY EAST,MWESIGYE  WILLIAM  WILBER,INDEPENDENT,120,280
KYADONDO COUNTY EAST,SSEKAMATTE  MAGALA BRUCE,INDEPENDENT,107,280
MAKINDYE-SSABAGABO MUNICIPALITY,SSERUKENYA  DAVID,NUP,35892,281
MAKINDYE-SSABAGABO MUNICIPALITY,SSEMPALA  KIGOZI EMMANUEL,INDEPENDENT,19418,281
MAKINDYE-SSABAGABO MUNICIPALITY,KYAZZE  FRANK,NRM,12344,281
MAKINDYE-SSABAGABO MUNICIPALITY,SEBANDEKE  ABDUL  FAROUK,DP,3417,281
MAKINDYE-SSABAGABO MUNICIPALITY,MUNDUNI  PHILIP,INDEPENDENT,1449,281
MAKINDYE-SSABAGABO MUNICIPALITY,JJINGO  WASAAKA  KISAKYE,INDEPENDENT,823,281
MAKINDYE-SSABAGABO MUNICIPALITY,KARUGABA  JETHRO   NKWITA,FDC,557,281
MAKINDYE-SSABAGABO MUNICIPALITY,KANGUME  ALI,ANT,275,281
MAKINDYE-SSABAGABO MUNICIPALITY,KALANZI  ROBISON,CP,140,281
MAKINDYE-SSABAGABO MUNICIPALITY,MBIGITTI  GODFREY  JONAH,INDEPENDENT,78,281
NANSANA MUNICIPALITY,WAKAYIMA  MUSOKE HANNINGTON  NSEREKO,NUP,67862,282
NANSANA MUNICIPALITY,KASULE  ROBERT  SEBUNYA,NRM,15367,282
NANSANA MUNICIPALITY,KAWEESA  STEPHEN,INDEPENDENT,8930,282
NANSANA MUNICIPALITY,SEKYEWA  RASHID  KHAMIS,INDEPENDENT,3911,282
NANSANA MUNICIPALITY,KATUMWA  DAVID,INDEPENDENT,2364,282
NANSANA MUNICIPALITY,KIBUUKA  EDWRINE,DP,2253,282
NANSANA MUNICIPALITY,MUSOKE  ENOCH  KINTU,INDEPENDENT,1761,282
NANSANA MUNICIPALITY,MUSOKE  HAMISI  WALUSIMBI,FDC,744,282
NANSANA MUNICIPALITY,KAAYA  RAJAB  SEMALULU,ANT,703,282
ARINGA COUNTY,EZAMA  SIRAJI BRAHAN,NRM,6185,283
ARINGA COUNTY,OLEGA  ASHRAF NOAH,INDEPENDENT,3792,283
ARINGA COUNTY,TIBRICHU  HABIB AMIN,INDEPENDENT,3366,283
ARINGA COUNTY,ANDABATI  YUSUF,NUP,1501,283
ARINGA COUNTY,CHANDIGA  GADAFI,FDC,125,283
ARINGA COUNTY,BAKOLE  MURSAL JALALI,INDEPENDENT,82,283
ARINGA EAST COUNTY,OLERU  HUDA ABASON,NRM,8185,284
ARINGA EAST COUNTY,OMIA  ZUBEIR JUVENILE,INDEPENDENT,5453,284
ARINGA EAST COUNTY,OCEMACENI  JOSEPH,INDEPENDENT,1212,284
ARINGA EAST COUNTY,ARIGA  RASOUL IBRAHIM,INDEPENDENT,323,284
ARINGA EAST COUNTY,OLEGA  ISHAQA,NUP,232,284
