Constituency,Name,Political Party,Votes
MITYANA MUNICIPALITY,EITUNGANANE ESIANGU,NRM,10487
MITYANA MUNICIPALITY,KENNETH,NRM,10513
MITYANA MUNICIPALITY,ELIMU RICHARD,NRM,10525
MITYANA MUNICIPALITY,OIKO JOHN ROBERT,NRM,10544
MITYANA MUNICIPALITY,AEKU PATRICK,NRM,10546
MITYANA MUNICIPALITY,ENINU SAMUEL,NRM,10550
MITYANA MUNICIPALITY,EIGU DANIEL,NRM,10551
MITYANA MUNICIPALITY,ONYAIT YUVENTINE,NRM,10568
MITYANA MUNICIPALITY,EDIMU FRANCIS,NRM,10585
MOROTO COUNTY,ORIOKOT JIMMY,NRM,10607
MOROTO COUNTY,EMOLU SAMUEL,NRM,10609
MOROTO COUNTY,ELUPE MESHULLAM,NRM,10612
MOROTO COUNTY,OGITA JOSEPH,NRM,10613
MOROTO COUNTY,ATTAN OKIA MOSES,NRM,10618
MOROTO COUNTY,ARIKO HERBERT EDMUND,NRM,10643
MOROTO MUNICIPALITY,OKWORO,NRM,10658
MOROTO MUNICIPALITY,EKEMU JIMMY,NRM,10659
MUBENDE MUNICIPALITY,INACHU SARAH OLIVER,NRM,10670
MUBENDE MUNICIPALITY,ELAJU JAMES HERBERT,NRM,10686
MUBENDE MUNICIPALITY,YOWERI,NRM,10706
MUBENDE MUNICIPALITY,EMACHU ARNOLD,NRM,10723
MUBENDE MUNICIPALITY,EBWALU JONATHAN,NRM,10728
MUBENDE MUNICIPALITY,ECHODU DAVID CALVIN,NRM,10749
MUKONO COUNTY NORTH,EBITU SIMON PETER,NRM,10758
MUKONO COUNTY NORTH,ELASU EDIMOND,NRM,10771
MUKONO COUNTY NORTH,SSEKIKUBO THEODORE,NRM,10782
MUKONO COUNTY NORTH,KABATSI KAFURA JOY,NRM,10787
MUKONO COUNTY NORTH,BWIIRE EDMOND,NRM,10820
MUKONO COUNTY NORTH,ZIRIDAMU PAUL,NRM,10865
MUKONO COUNTY NORTH,NAMUGGA GORRETH,NRM,10875
MUKONO COUNTY SOUTH,BYUMA OSWALD DEZ,NRM,10875
MUKONO COUNTY SOUTH,MUKIMBA LAWRENCE,NRM,10878
MUKONO COUNTY SOUTH,NABIKINDU MADRINE GRACE,NRM,10884
MUKONO COUNTY SOUTH,MUKASA ABDU,NRM,10911
MUKONO COUNTY SOUTH,WASWA MOSES,NRM,10922
MUKONO COUNTY SOUTH,KIMBUGWE VICENT,NRM,10928
MUKONO MUNICIPALITY,MUSHERURE SHARTS,NRM,10955
MUKONO MUNICIPALITY,NAYEBARE KUTESA,NRM,10981
MUKONO MUNICIPALITY,KISEKKA SALIM,NRM,11013
MUKONO MUNICIPALITY,NYANZI HENRY MAWEJJE,NRM,11019
MUKONO MUNICIPALITY,NAKAYIZA CATHERINE,NRM,11120
MUKONO MUNICIPALITY,TUKUNDANE HILLARY,NRM,11154
MUKONO MUNICIPALITY,LYAZI MOSES,NRM,11163
MUKONO MUNICIPALITY,WAGABA DDIBYA ISMAEL,NRM,11180
MUNICIPALITY,AINE GODFREY KAGUTA,NRM,11181
MUNICIPALITY,SODO,NRM,11196
MUNICIPALITY,BANGIRANA ANIFA KAWOOYA,NRM,11238
MUNICIPALITY,SSEKABIITO JOSEPH,NRM,11238
MUNICIPALITY,TWESIGYE HENRY K,NRM,11240
MUNICIPALITY,MAWANDA MUHAMMED,NRM,11256
MUNICIPALITY,BONABANTU PAUL,NRM,11269
MUNICIPALITY,OBIGA KANIA,NRM,11269
MUNICIPALITY,APAMA AMATO BOROA,NRM,11300
MUNICIPALITY,DRAGA CARMELLO JOY,NUP,11303
MWENGE CENTRAL COUNTY,JADRIBO VICTOR,NUP,11318
MWENGE CENTRAL COUNTY,ADRIKO BENS GEOFFREY,NUP,11322
MWENGE CENTRAL COUNTY,AWUGA ROBERT OBALE,NUP,11330
MWENGE CENTRAL COUNTY,ALIGA ANDREW ALBANO,NUP,11336
MWENGE CENTRAL COUNTY,DUYIA,NUP,11368
MWENGE CENTRAL COUNTY,ONAMA KALISTO,NUP,11398
MWENGE COUNTY NORTH,LEKU JOEL,NUP,11428
MWENGE COUNTY NORTH,ANGUNDRU MOSES,NUP,11460
MWENGE COUNTY NORTH,MUSEMA SWALI,NUP,11469
MWENGE COUNTY NORTH,MULEMA CHRIS,NUP,11526
MWENGE COUNTY SOUTH,AJOBE BOSCO,NUP,11528
MWENGE COUNTY SOUTH,ANDUA MARTIN DRANI,NUP,11530
MWENGE COUNTY SOUTH,EGAMA SAM RAXTON ADRAPI,NUP,11545
MWENGE COUNTY SOUTH,APOLLO YERI OFWONO,NUP,11567
MWENGE COUNTY SOUTH,OKWARE EDWARD,NUP,11568
MWENGE COUNTY SOUTH,RAGANYI IBRAHIM YUSUF,NUP,11569
NAKASEKE CENTRAL COUNTY,OLWENY CHARLES,NUP,11575
NAKASEKE CENTRAL COUNTY,EMOJONG DEOGRATIUS,NUP,11582
NAKASEKE CENTRAL COUNTY,AYEYO SILVANUS,NUP,11592
NAKASEKE CENTRAL COUNTY,OTHIENO ROMANUS,NUP,11603
NAKASEKE CENTRAL COUNTY,OCHWO GODFREY,NUP,11608
NAKASEKE CENTRAL COUNTY,KAIKEDE OLOWO JOHN,NUP,11631
NAKASEKE NORTH COUNTY,STEPHEN,NUP,11672
NAKASEKE SOUTH COUNTY,EKANYA GEOFREY,NUP,11717
NAKASEKE SOUTH COUNTY,NYAKECHO ANNET,NUP,11720
NAKASEKE SOUTH COUNTY,OTHIENO GODFREY,NUP,11730
NAKASONGOLA COUNTY,EKILEUT JAMES PETER,NUP,11746
NAKASONGOLA COUNTY,OBBO JOHNSON,NUP,11758
NAKASONGOLA COUNTY,OTABONG CHARLES JONJO,NUP,11791
NAKAWA DIVISION EAST,KALANI ISAAC,NUP,11796
NAKAWA DIVISION EAST,ANGURA FREDRICK,NUP,11821
NAKAWA DIVISION EAST,OPEYO JEAN LIVINGSTONE,NUP,11832
NAKAWA DIVISION EAST,EKIRING GIBSON,NUP,11931
NAKAWA DIVISION EAST,DEOGRATIUS,NUP,11936
NAKAWA DIVISION EAST,IMUKUTET STELLA,NUP,11939
NAKAWA DIVISION EAST,ENGORIT FREDERICK,NUP,11939
NAKAWA DIVISION WEST,OTYENGI SIMO,NUP,12014
NAKAWA DIVISION WEST,IMAILUK ROGERS PETER,NUP,12040
NAKAWA DIVISION WEST,NAMISI EUNICE,NUP,12067
NAKAWA DIVISION WEST,ETYANG SIMON PETER,NUP,12084
NAKAWA DIVISION WEST,OMACHAR ELINO,NUP,12084
NAKAWA DIVISION WEST,OBOTH MARKSONS JACOB,NUP,12114
NAKAWA DIVISION WEST,,NUP,12151
NAKAWA DIVISION WEST,OKOTH GEOFFREY OITA,NUP,12152
NAKAWA DIVISION WEST,,NUP,12175
NAKAWA DIVISION WEST,OTURO JESSE ERIDAD,NUP,12198
NAKAWA DIVISION WEST,,NUP,12213
NAKAWA DIVISION WEST,KIRYA MOSES ISIKO,NUP,12227
NAKAWA DIVISION WEST,,NUP,12279
NAKAWA DIVISION WEST,ONNO ZACHARIAH,NUP,12331
NAKIFUMA COUNTY,,NUP,12340
NAKIFUMA COUNTY,OLUKA JOHN PAUL,NUP,12341
NAKIFUMA COUNTY,,NUP,12344
NAKIFUMA COUNTY,LAARO PETER AYEKA,NUP,12373
NAKIFUMA COUNTY,,NUP,12373
NAKIFUMA COUNTY,OKETCH OJIEK LAZZARUS,NUP,12378
NAKIFUMA COUNTY,,NUP,12399
NAKIFUMA COUNTY,OCHAI MAXIMUS,NUP,12411
NAKIFUMA COUNTY,,NUP,12428
NAKIFUMA COUNTY,OTHIENO OKOTH RICHARD,NUP,12460
NAMAYINGO SOUTH COUNTY,,NUP,12485
NAMAYINGO SOUTH COUNTY,OWORI JOHN PAUL,NUP,12496
NAMAYINGO SOUTH COUNTY,,NUP,12496
NAMAYINGO SOUTH COUNTY,OKELLO PETER JABWELI,NUP,12508
NAMAYINGO SOUTH COUNTY,,NUP,12519
NAMAYINGO SOUTH COUNTY,ALIRA DAVID PECHOKISIKA,NUP,12528
NAMAYINGO SOUTH COUNTY,OPII,NUP,12541
NAMAYINGO SOUTH COUNTY,AKICHERE GLORIA OBURU,NUP,12555
NAMAYINGO SOUTH COUNTY,,NUP,12564
NAMAYINGO SOUTH COUNTY,OKONGO LEO,NUP,12597
NAMISINDWA COUNTY,,NUP,12601
NAMISINDWA COUNTY,ALUKI GEORGE,NUP,12618
NAMISINDWA COUNTY,,NUP,12631
NAMISINDWA COUNTY,OTIAM EMMANUEL OTAALA,NUP,12658
NAMISINDWA COUNTY,,NUP,12660
NAMISINDWA COUNTY,OWOR FRANKLIN,NUP,12690
NAMISINDWA COUNTY,,NUP,12732
NANSANA MUNICIPALITY,AKIKA EMMANUEL OTHIENO,NUP,12753
NANSANA MUNICIPALITY,,NUP,12760
NANSANA MUNICIPALITY,KATANDI JOSEPH,NUP,12801
NANSANA MUNICIPALITY,,NUP,12825
NANSANA MUNICIPALITY,ONGAWI KENNEDY,NUP,12842
NANSANA MUNICIPALITY,,NUP,12862
NANSANA MUNICIPALITY,OGUTI ALBERT MATHIAS,NUP,12862
NANSANA MUNICIPALITY,,NUP,12882
NANSANA MUNICIPALITY,ODOI OYWELOWO FOX,NUP,12890
NAPORE WEST COUNTY,,NUP,12893
NAPORE WEST COUNTY,OGANDI DENIS PETER,NUP,12926
NAPORE WEST COUNTY,,NUP,12927
NAPORE WEST COUNTY,NYERO VINCENT,NUP,12956
NAPORE WEST COUNTY,,NUP,12984
NDORWA COUNTY EAST,OSINDE OWOR OKONGO,NUP,13012
NDORWA COUNTY EAST,JIMMY,NUP,13036
NDORWA COUNTY EAST,KAYALA MICKY,NUP,13084
NDORWA COUNTY EAST,,NUP,13102
NDORWA COUNTY WEST,OSINDE BENARD,NUP,13141
NDORWA COUNTY WEST,,NUP,13186
NDORWA COUNTY WEST,LUBEGA MEDARD,NUP,13285
NDORWA COUNTY WEST,SSEGGONA,NUP,13388
NDORWA COUNTY WEST,MATOVU EMMANUEL,NUP,13393
NDORWA COUNTY WEST,MAGOOLA,NUP,13406
NDORWA COUNTY WEST,KAKINDA MALENAJIB,NUP,13410
NDORWA COUNTY WEST,KANGAAVE FRED,NUP,13462
NEBBI MUNICIPALITY,GGALA CHARLES WILSON,NUP,13466
NEBBI MUNICIPALITY,KIMERA CHARLES,NUP,13480
NEBBI MUNICIPALITY,NASSIMBWA HAMIDAH,NUP,13513
NEBBI MUNICIPALITY,NAKIYINGI OLIVE,NUP,13528
NEBBI MUNICIPALITY,MABIRIZI EMMANUEL,NUP,13550
NGARIAM COUNTY,NASSOLO IRENE,NUP,13557
NGARIAM COUNTY,NSUBUGA PAUL,NUP,13648
NGARIAM COUNTY,GALABUZI DENNISSSOZI,NUP,13673
NGARIAM COUNTY,KASTA HUSSEIN BUKENYA,NUP,13676
NGARIAM COUNTY,KAGGWA AHAMED,NUP,13696
NGARIAM COUNTY,NANTONGO BASHIRA,NUP,13721
NGARIAM COUNTY,LUBADDE EDGAR,NUP,13733
NGARIAM COUNTY,MATOVU CHARLES,NUP,13784
NGORA COUNTY,OWOR PAUL,NUP,13798
NGORA COUNTY,SEMATIMBA PETER,NUP,13866
NGORA COUNTY,SEKIGOZI STEPHEN,NUP,13870
NGORA COUNTY,LWANGA CHARLES,NUP,13897
NGORA COUNTY,GGONGOLA,NUP,13917
NGORA COUNTY,KAGIMU WILLIAM,NUP,13919
NJERU MUNICIPALITY,KIKOMEKO SAUL,NUP,13954
NJERU MUNICIPALITY,KAYEMBA JOSEPH,NUP,13973
NJERU MUNICIPALITY,KAKEMBO MICHEAL,NUP,13974
NJERU MUNICIPALITY,GASHAIJJA SHYAKA STEVEN,NUP,13995
NJERU MUNICIPALITY,TUMUSIIME ROSEMARY,NUP,14003
NJERU MUNICIPALITY,BIKAAKO,NUP,14007
NJERU MUNICIPALITY,NABATTA JOYCE NAMULI,NUP,14021
NJERU MUNICIPALITY,BALIHAFI MICHEEAL KALLE,NUP,14044
NJERU MUNICIPALITY,WALUSIMBI ABUBAKER,NUP,14119
NJERU MUNICIPALITY,SERYAZI WILBERFORCE,NUP,14154
NJERU MUNICIPALITY,WIILIAM,NUP,14198
NORTH,JARAMOGI LIVINGSTONE,NUP,14213
NORTH,ODINGA,NUP,14251
NORTH,SSEMUJJU IBRAHIM,NUP,14316
NORTH,LUKWAGO JIMMY,NUP,14318
NORTH,SSENKEEZI EMMANUEL,NUP,14364
NORTH,KATUMBA,NUP,14372
NORTH,MUKIIBI JOSEPH,NUP,14409
NORTH,BULAMU ALLANDENTINE,NUP,14423
NORTHERN DIVISION,ATEGEKA MOSES,NUP,14475
NORTHERN DIVISION,KATABARWA FRANK,NUP,14558
NORTHERN DIVISION,MUWONGE STEPHEN,NUP,14560
NORTHERN DIVISION,NKUNYINGI MUWADA,NUP,14561
NORTHERN DIVISION,SEMPEBWA KIYIMBA TONNY,NUP,14605
NORTHERN DIVISION,MUJUZI PIUS,NUP,14623
NORTHERN DIVISION,KANTINTI APOLLO,NUP,14628
NORTHERN DIVISION,NANTEGE PATIENCE JACKIE,NUP,14700
NORTHERN DIVISION,SITENDA SSEBALU WILLIAM,NUP,14706
NORTHERN DIVISION,NGABIRANO FRANCIS,NUP,14738
NTENJERU COUNTY NORTH,SSIMBWA KHALID,NUP,14815
NTENJERU COUNTY NORTH,SEREBE JAMES,NUP,14883
NTENJERU COUNTY NORTH,MWESIGYE WILLIAM WILBER,NUP,14887
NTENJERU COUNTY NORTH,SSEKAMATTE MAGALA,NUP,14907
NTENJERU COUNTY NORTH,BRUCE,NUP,14914
NTENJERU COUNTY SOUTH,SSERUKENYA DAVID,NUP,14918
NTENJERU COUNTY SOUTH,,NUP,14931
NTENJERU COUNTY SOUTH,SSEMPALA KIGOZI,NUP,15024
NTENJERU COUNTY SOUTH,EMMANUEL,NUP,15036
NTENJERU COUNTY SOUTH,KYAZZE FRANK,NUP,15051
NTENJERU COUNTY SOUTH,,NUP,15051
NTOROKO COUNTY,SEBANDEKE ABDUL FAROUK,NUP,15062
NTOROKO COUNTY,,NUP,15105
NTOROKO COUNTY,MUNDUNI PHILIP,NUP,15119
NTOROKO COUNTY,,NUP,15138
NTOROKO COUNTY,JJINGO WASAAKA KISAKYE,NUP,15173
NTOROKO COUNTY,,NUP,15190
NTUNGAMO MUNICIPALITY,KARUGABA JETHRONKWITA,NUP,15341
NTUNGAMO MUNICIPALITY,,NUP,15353
NTUNGAMO MUNICIPALITY,KANGUME ALI,NUP,15353
NTUNGAMO MUNICIPALITY,,NUP,15356
NTUNGAMO MUNICIPALITY,KALANZI ROBISON,NUP,15367
NTUNGAMO MUNICIPALITY,,NUP,15392
NTWETWE COUNTY,MBIGITTI GODFREY JONAH,NUP,15421
NTWETWE COUNTY,,NUP,15439
NTWETWE COUNTY,WAKAYIMA MUSOKE,NUP,15491
NTWETWE COUNTY,HANNINGTON NSEREKO,NUP,15526
NWOYA COUNTY,KASULE ROBERT SEBUNYA,NUP,15564
NWOYA COUNTY,KAWEESA STEPHEN,NUP,15585
NWOYA COUNTY,SEKYEWA RASHID KHAMIS,NUP,15601
NWOYA COUNTY,KATUMWA DAVID,NUP,15606
NWOYA EAST COUNTY,KIBUUKA EDWRINE,NUP,15682
NWOYA EAST COUNTY,MUSOKE ENOCH KINTU,NUP,15685
NWOYA EAST COUNTY,MUSOKE HAMISI WALUSIMBI,NUP,15708
NWOYA EAST COUNTY,KAAYA RAJAB SEMALULU,NUP,15734
NWOYA EAST COUNTY,EZAMA SIRAJI BRAHAN,NUP,15738
NWOYA EAST COUNTY,OLEGA ASHRAF NOAH,NUP,15739
NWOYA EAST COUNTY,TIBRICHU HABIB AMIN,NUP,15752
NWOYA EAST COUNTY,ANDABATI YUSUF,NUP,15753
NWOYA EAST COUNTY,CHANDIGA GADAFI,NUP,15770
NWOYA EAST COUNTY,BAKOLE MURSAL JALALI,NUP,15776
NYABUSHOZI COUNTY,OLERU HUDA ABASON,NUP,15826
NYABUSHOZI COUNTY,OMIA ZUBEIR JUVENILE,NUP,15881
NYABUSHOZI COUNTY,OCEMACENI JOSEPH,NUP,15885
NYABUSHOZI COUNTY,ARIGA RASOUL IBRAHIM,NUP,15910
NYENDO-MUKUNGWE,OLEGA ISHAQA,NUP,15925
NYENDO-MUKUNGWE,ONZIMA GODFREY,NUP,15939
NYENDO-MUKUNGWE,ACHILE MANOAH MILA,NUP,15956
NYENDO-MUKUNGWE,ALIONI YORKE ODRIA,NUP,15962
NYENDO-MUKUNGWE,MUSEMA MUDATHIR BRUCE,NUP,15975
NYENDO-MUKUNGWE,ANGULIBO SIRAJI,NUP,16035
NYENDO-MUKUNGWE,OKUMU GABRIEL,NUP,16038
NYENDO-MUKUNGWE,KERMUNDU MARTIN NEN-,NUP,16043
OBONGI COUNTY,ONGO,NUP,16070
OBONGI COUNTY,KUMIRA NICHOLAS ANGALA,NUP,16128
OCHERO COUNTY,OFOYORWOTH GABRIEL,NUP,16136
OCHERO COUNTY,BIYIKA LAWRENCE SONGA,NUP,16148
OCHERO COUNTY,SUMBA RONALD RUPINY,NUP,16159
OCHERO COUNTY,JAWOTHU OKURA FRED,NUP,16209
OCHERO COUNTY,OCAKOWUN FELIX,NUP,16241
OKORO COUNTY,ABABIKU JESCA,NUP,16278
OKORO COUNTY,ERIYO JESCA,NUP,16301
OKORO COUNTY,MASUDIO JOSEPHINE,NUP,16334
OKORO COUNTY,KOLIBA MONICA KOTEVU,NUP,16384
OMORO COUNTY,VUSIYA BANGI LINA PYERA,PPP,16393
OMORO COUNTY,AKELLO BEATRICE AKORI,PPP,16401
OMORO COUNTY,AKELLO JUDITH FRANCA,PPP,16418
OMORO COUNTY,ABALO LILLIAN ONGOM,SDP,16455
OMORO COUNTY,ABER LILLY GORRETTI,UEP,16489
OMORO COUNTY,OKIDI WINNIE,UPC,16512
ORA COUNTY,ACEN DORCUS,UPC,16551
ORA COUNTY,ACHEN CHRISTINE AYO,UPC,16598
ORA COUNTY,ABONGO O. ELIZABETH,UPC,16603
ORA COUNTY,ATIM JUDITH JOY,UPC,16634
ORUNGO COUNTY,ALUM CATHERINE JOGOLE,UPC,16641
ORUNGO COUNTY,AKULLU EMILY OMACARA,UPC,16731
ORUNGO COUNTY,ATIM AGNES APEA,UPC,16747
OTUKE COUNTY,AMULE DOREEN RUTH,UPC,16769
OTUKE COUNTY,ANGWECH COLLINE,UPC,16850
OTUKE COUNTY,AMALI CAROLINE OKAO,UPC,16880
OTUKE COUNTY,AKELLO LOYCE,UPC,16892
OTUKE COUNTY,CHELAIN BETTY LOUKE,UPC,16910
OTUKE EAST COUNTY,CHEUTICH RUFINA,UPC,16998
OTUKE EAST COUNTY,NAUWAT ROSEMARY,UPC,16999
OTUKE EAST COUNTY,AMERO SUSAN,UPC,17022
OTUKE EAST COUNTY,ACEN RHODA,UPC,17061
OYAM COUNTY NORTH,ALEO DEBORAH MARY,UPC,17064
OYAM COUNTY NORTH,ALIAMO EUNICE,UPC,17081
OYAM COUNTY NORTH,ALASO ESEZA,UPC,17097
OYAM COUNTY NORTH,AKELLO LUCY,UPC,17114
OYAM COUNTY NORTH,ANGEYO LUCY KIJANGE,UPC,17127
OYAM COUNTY SOUTH,AWOR BETTY ENGOLA,UPC,17220
OYAM COUNTY SOUTH,ACHOLA SUSAN ENGOLA,UPC,17269
OYAM COUNTY SOUTH,ADIE REBECCA MORO,UPC,17274
OYAM COUNTY SOUTH,PAPARU LILLIAN OBIALE,UPC,17418
OYAM COUNTY SOUTH,OSORU MOURINE,UPC,17418
OYAM COUNTY SOUTH,BAKO CHRISTINE ABIA,UPC,17466
OYAM COUNTY SOUTH,SHEILLAH PRINCESS OBIA,UPC,17475
OYAM COUNTY SOUTH,IZUMA FABIOLLAH ANNETTE,UPC,17477
PADYERE COUNTY,ACHAN HELLEN,UPC,17502
PADYERE COUNTY,KAMUGO PAMELA NASIYO,UPC,17565
PADYERE COUNTY,BABULA NOEL KATAIKE,UPC,17660
PADYERE COUNTY,MATILDA,UPC,17703
PADYERE COUNTY,BALUKA HILDA LILLY,UPC,17733
PADYERE COUNTY,KATAIKE SARAH NDOBOLI,UPC,17754
PADYERE COUNTY,MUGOYA ANNAH,UPC,17763
PADYERE COUNTY,NANKOMA BARBRA,INDEPENDENT,17788
PADYERE COUNTY,NABUKWASI DINAH RACHEAL,INDEPENDENT,17803
PALABEK COUNTY,KAMIZA,INDEPENDENT,17808
PALLISA COUNTY,KAHWA MARGARET,INDEPENDENT,17813
PALLISA COUNTY,MBULAITEYE SAIMO,INDEPENDENT,17826
PALLISA COUNTY,NAKIRYA KUNGU PAMELA,INDEPENDENT,17879
PALLISA COUNTY,SHOPI BRENDA IZABEL,INDEPENDENT,17891
PALLISA COUNTY,NANDUTU AGNESS,INDEPENDENT,17906
PALLISA COUNTY,KHAINZA JUSTINE,INDEPENDENT,18043
PALLISA COUNTY,TAAKA AGNES,INDEPENDENT,18060
PALLISA COUNTY,NAMATENDE EUNICE,INDEPENDENT,18116
PIAN COUNTY,BABI HADIJAH,INDEPENDENT,18137
PINGIRE COUNTY,NAMUMBYA REBECCA,INDEPENDENT,18203
PINGIRE COUNTY,NAIRUBA FAIBE,INDEPENDENT,18271
PINGIRE COUNTY,NAIGAGA MARY,INDEPENDENT,18289
PINGIRE COUNTY,MAGOOLA RACHEL MIRIEL,INDEPENDENT,18341
PINGIRE COUNTY,WALUKAMBA MERCY,INDEPENDENT,18341
PINGIRE COUNTY,AMINAH MUTESI NALUGODA,INDEPENDENT,18403
RUBABO COUNTY,BABIRYE CAROLINE,INDEPENDENT,18406
RUBABO COUNTY,ABBY NORAH KATO KALULE,INDEPENDENT,18560
RUBABO COUNTY,SEWALI,INDEPENDENT,18680
RUBABO COUNTY,BABIRYE SARAH,INDEPENDENT,18691
RUBABO COUNTY,KATWESIGYE OLIVER,INDEPENDENT,18716
RUBAGA DIVISION NORTH,KOYEKYENGA,INDEPENDENT,18716
RUBAGA DIVISION NORTH,NNAMARA ANNET OYES,INDEPENDENT,18738
RUBAGA DIVISION NORTH,BYAMUKAMA,INDEPENDENT,18788
RUBAGA DIVISION NORTH,AKANKWASA PHIONA,INDEPENDENT,18842
RUBAGA DIVISION NORTH,BISHANGA ALICE,INDEPENDENT,18853
RUBAGA DIVISION NORTH,TUKAMUHEEBWA MIRIA,INDEPENDENT,18879
RUBAGA DIVISION NORTH,MUTASINGWA DIANA,INDEPENDENT,18925
RUBAGA DIVISION SOUTH,NANKUNDA KAGYENYI,INDEPENDENT,18978
RUBAGA DIVISION SOUTH,NANTEZA RESTY,INDEPENDENT,19004
RUBAGA DIVISION SOUTH,NABATANZI FARIDAH,INDEPENDENT,19069
RUBAGA DIVISION SOUTH,MUKASA IMMACULATE,INDEPENDENT,19088
RUBAGA DIVISION SOUTH,KABAALE,INDEPENDENT,19174
RUBAGA DIVISION SOUTH,NAKIBUUKA RASHIDA,INDEPENDENT,19182
RUBAGA DIVISION SOUTH,NANKABIRWA HARRIET,INDEPENDENT,19206
RUBAGA DIVISION SOUTH,BANDURU DIANAH,INDEPENDENT,19312
RUBAGA DIVISION SOUTH,NAKIGULI LYDIA,INDEPENDENT,19318
RUBAGA DIVISION SOUTH,AMONG ANITA ANNET,INDEPENDENT,19417
RUBAGA DIVISION SOUTH,NANYONDO VERONICA,INDEPENDENT,19418
RUBAGA DIVISION SOUTH,NAMAGANDA,INDEPENDENT,19424
RUBAGA DIVISION SOUTH,NAKIWALA FLORENCE KIYINGI,INDEPENDENT,19470
RUBAGA DIVISION SOUTH,NAKAWUNGU HALIMAH,INDEPENDENT,19474
RUBANDA COUNTY EAST,NAMUYANJA PAMELA,INDEPENDENT,19479
RUBANDA COUNTY EAST,CHEMUTAI EVERLYN,INDEPENDENT,19656
RUBANDA COUNTY EAST,TETE CHELANGAT EVERLINE,INDEPENDENT,19682
RUBANDA COUNTY EAST,CHEBENI PAULA,INDEPENDENT,19684
RUBANDA COUNTY EAST,NAFUNA-MULONI IRENE,INDEPENDENT,19687
RUBANDA COUNTY EAST,MARGARET,INDEPENDENT,19718
RUBANDA COUNTY WEST,WEKOMBASARAH NAMBOZO,INDEPENDENT,19733
RUBANDA COUNTY WEST,NAMBOZO PATIENCE,INDEPENDENT,19765
RUHAAMA COUNTY,MUDUWA SCOVIA,INDEPENDENT,19833
RUHAAMA COUNTY,BIGIRWA NORAH,INDEPENDENT,19908
RUHAAMA COUNTY,NYENDWOHA,INDEPENDENT,19933
RUHAAMA COUNTY,KINOBE CHARLOTTE,INDEPENDENT,19950
RUHAAMA EAST COUNTY,BEBONA BABUNGI JOSEPHINE,INDEPENDENT,19988
RUHAAMA EAST COUNTY,NTABAZI HARRIET,INDEPENDENT,20072
RUHINDA COUNTY,MUSUMBA HARRIET,INDEPENDENT,20112
RUHINDA COUNTY,MUTUUZO PEACE REGIS,INDEPENDENT,20143
RUHINDA COUNTY,KABAROKOLE SARAH,INDEPENDENT,20174
RUHINDA COUNTY,KATUSIIME ANNET MUGISHA,INDEPENDENT,20212
RUHINDA COUNTY,ATUHIRE MADINAH,INDEPENDENT,20235
RUHINDA COUNTY,NSHEMEREIRWE FEDERICA,INDEPENDENT,20245
RUHINDA COUNTY,KYAMANYWA FAITH,INDEPENDENT,20250
RUHINDA NORTH COUNTY,AUMA HELLEN WANDERA,INDEPENDENT,20272
RUHINDA NORTH COUNTY,NABULINDO JANE KWOBA,INDEPENDENT,20284
RUHINDA NORTH COUNTY,AKELLO PHANICE MARY,INDEPENDENT,20287
RUHINDA NORTH COUNTY,NAKKU FIONA,INDEPENDENT,20366
RUHINDA NORTH COUNTY,NABWIRE SHARON VERON,INDEPENDENT,20386
RUHINDA SOUTH COUNTY,TABU SARAH,INDEPENDENT,20428
RUHINDA SOUTH COUNTY,BUSINGYE ESTHER WAFULA,INDEPENDENT,20431
RUHINDA SOUTH COUNTY,AUMA SCOVIA JULIET,INDEPENDENT,20455
RUHINDA SOUTH COUNTY,MUGENI CHARITY,INDEPENDENT,20527
RUJUMBURA COUNTY,NEBANDA ANDIRU FLORENCE,INDEPENDENT,20556
RUJUMBURA COUNTY,HAMBA MULOKI AGATHA,INDEPENDENT,20562
RUJUMBURA COUNTY,NAWATENE CHRISTINE,INDEPENDENT,20597
RUJUMBURA COUNTY,SANNYU,INDEPENDENT,20671
RUKIGA COUNTY,NAMUGAWE ZAMU WADINDI,INDEPENDENT,20761
RUKIGA COUNTY,WERE ALLEN WEGULO,INDEPENDENT,20821
RUKIGA COUNTY,NALULE ASHA AISHA,INDEPENDENT,21040
RUKIGA COUNTY,KABANDA,INDEPENDENT,21136
RUKIGA COUNTY,MIREMBE LYDIA DAPHINE,INDEPENDENT,21183
RUKIGA COUNTY,NABWAMI REHEMA,INDEPENDENT,21197
RUKUNGIRI MUNICIPALITY,SSENGENDO,INDEPENDENT,21401
RUKUNGIRI MUNICIPALITY,NALUNGA SIRAJE RASHIDA,INDEPENDENT,21551
RUKUNGIRI MUNICIPALITY,AMEEDE AGNES,INDEPENDENT,21586
RUKUNGIRI MUNICIPALITY,AISU ELIZABETH,INDEPENDENT,21668
RUKUNGIRI MUNICIPALITY,LOGOSE MONICA,INDEPENDENT,21837
RUKUNGIRI MUNICIPALITY,BASIIMA SCOVIA,INDEPENDENT,21913
RUKUNGIRI MUNICIPALITY,MUGABI SUSAN,INDEPENDENT,21989
RUKUNGIRI MUNICIPALITY,NAGUJJA JUDITH,INDEPENDENT,22086
RUKUNGIRI MUNICIPALITY,NANTUME JANEPHER,INDEPENDENT,22152
RUSHENYI COUNTY,EGUNYU,INDEPENDENT,22238
RUSHENYI COUNTY,NAKATO MARY ANNET,INDEPENDENT,22335
